"Data Source","世界发展指标",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012",
"科威特","KWT","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"拉丁美洲&加勒比海地区","LAC","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.154365810430804","",
"老挝","LAO","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","",
"黎巴嫩","LBN","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","",
"利比里亚","LBR","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","",
"利比亚","LBY","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"圣卢西亚","LCA","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"拉丁美洲与加勒比海地区（所有收入水平）","LCN","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.154982590026185","",
"最不发达国家：联合国分类","LDC","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.36049742852687","",
"低收入国家","LIC","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.57384526664263","",
"列支敦士登","LIE","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"斯里兰卡","LKA","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","",
"中低等收入国家","LMC","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"中低收入国家","LMY","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"莱索托","LSO","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.4","",
"立陶宛","LTU","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","",
"卢森堡","LUX","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","",
"拉脱维亚","LVA","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","",
"中国澳门特别行政区","MAC","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"圣马丁（法属）","MAF","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"摩洛哥","MAR","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","",
"摩纳哥","MCO","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"摩尔多瓦","MDA","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","",
"马达加斯加","MDG","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","",
"马尔代夫","MDV","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","",
"中东与北非地区（所有收入水平）","MEA","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"墨西哥","MEX","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","",
"马绍尔群岛","MHL","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"中等收入国家","MIC","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"马其顿王国","MKD","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"马里","MLI","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","",
"马耳他","MLT","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","",
"缅甸","MMR","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","",
"中东&北非","MNA","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.100824552814476","",
"黑山","MNE","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"蒙古","MNG","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","",
"北马里亚纳群岛","MNP","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"莫桑比克","MOZ","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.2","",
"毛里塔尼亚","MRT","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","",
"毛里求斯","MUS","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","",
"马拉维","MWI","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.9","",
"马来西亚","MYS","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","",
"北美","NAC","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.190497209408481","",
"纳米比亚","NAM","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.5","",
"新喀里多尼亚","NCL","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"尼日尔","NER","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","",
"尼日利亚","NGA","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9","",
"尼加拉瓜","NIC","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","",
"荷兰","NLD","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","",
"高收入非经合组织国家","NOC","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"挪威","NOR","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","",
"尼泊尔","NPL","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","",
"新西兰","NZL","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","",
"高收入经合组织国家","OEC","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.136250867007865","",
"经合组织成员","OED","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.128299135939462","",
"阿曼","OMN","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"其他小国","OSS","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.88346631653779","",
"巴基斯坦","PAK","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","",
"巴拿马","PAN","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","",
"秘鲁","PER","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","",
"菲律宾","PHL","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","",
"帕劳","PLW","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"巴布亚新几内亚","PNG","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","",
"波兰","POL","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","",
"波多黎各","PRI","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"朝鲜民主主义人民共和国","PRK","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"葡萄牙","PRT","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","",
"巴拉圭","PRY","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","",
"太平洋岛国","PSS","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"法属波利尼西亚","PYF","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"卡塔尔","QAT","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","","","",
"罗马尼亚","ROU","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","",
"俄罗斯联邦","RUS","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"卢旺达","RWA","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.7","",
"南亚","SAS","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"沙特阿拉伯","SAU","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"苏丹","SDN","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","",
"塞内加尔","SEN","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","",
"新加坡","SGP","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","",
"所罗门群岛","SLB","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"塞拉利昂","SLE","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3","",
"萨尔瓦多","SLV","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","",
"圣马力诺","SMR","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"索马里","SOM","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","",
"塞尔维亚","SRB","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","",
"撒哈拉以南非洲","SSA","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.09498231354396","",
"南苏丹","SSD","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","",
"撒哈拉以南非洲地区（所有收入水平）","SSF","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.09584440680578","",
"小国","SST","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.54248298829698","",
"圣多美和普林西比","STP","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","",
"苏里南","SUR","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","",
"斯洛伐克共和国","SVK","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","",
"斯洛文尼亚","SVN","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","",
"瑞典","SWE","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","",
"斯威士兰","SWZ","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.3","",
"圣马丁(荷属)","SXM","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"塞舌尔","SYC","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"阿拉伯叙利亚共和国","SYR","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"特克斯科斯群岛","TCA","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"乍得","TCD","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.1","",
"多哥","TGO","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.1","",
"泰国","THA","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","",
"塔吉克斯坦","TJK","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","",
"土库曼斯坦","TKM","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"东帝汶","TLS","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"汤加","TON","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"特立尼达和多巴哥","TTO","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","",
"突尼斯","TUN","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","",
"土耳其","TUR","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","",
"图瓦卢","TUV","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"坦桑尼亚","TZA","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","",
"乌干达","UGA","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.3","",
"乌克兰","UKR","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","",
"中高等收入国家","UMC","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"乌拉圭","URY","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","",
"美国","USA","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","",
"乌兹别克斯坦","UZB","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"圣文森特和格林纳丁斯","VCT","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"委内瑞拉玻利瓦尔共和国","VEN","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","",
"美属维京群岛","VIR","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"越南","VNM","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","",
"瓦努阿图","VUT","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"约旦河西岸和加沙","PSE","艾滋病病毒感染率，女性（15-24岁的百分比）","SH.HIV.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
